고객ID,주간통화횟수,주간통화시간_분,야간통화횟수,야간통화시간_분,주말통화횟수,주말통화시간_분,국제통화시간_분,국내통화요금_분,월
"K135840",65,219.987516,24,42.222681,14,26.565810,51.238059,5,"1월"
"K136060",37,312.031215,19,59.666918,4,6.472225,37.838387,15,"1월"
"K136100",31,203.020934,32,84.761539,0,0.000000,84.287654,4,"1월"
"K136160",23,154.262871,28,46.970060,0,0.000000,62.255157,0,"1월"
"K136210",47,308.531384,23,128.006555,0,0.000000,93.961618,19,"1월"
"K136390",24,157.090987,14,56.648216,2,3.182014,67.760887,4,"1월"
"K136510",76,228.196456,58,92.804624,2,6.151486,75.885192,7,"1월"
"K136520",45,182.891798,4,36.603119,0,0.000000,55.772594,5,"1월"
"K136910",61,247.149603,4,11.849638,0,0.000000,71.385662,7,"1월"
"K136930",68,230.640615,41,136.448537,1,2.876094,107.762215,12,"1월"
"K136960",47,175.892452,41,90.972229,0,0.000000,33.046535,7,"1월"
"K137010",49,255.875166,24,56.867589,11,24.231042,96.590976,9,"1월"
"K137210",43,180.689454,28,64.107628,1,2.640211,74.195847,7,"1월"
"K137400",28,191.080680,62,117.458418,4,8.654831,35.190362,7,"1월"
"K137490",62,429.994132,0,0.000000,3,11.306884,86.266171,21,"1월"
"K137550",63,436.065600,22,48.675823,2,17.079236,55.491408,26,"1월"
"K137570",27,190.647308,5,26.692391,5,9.368852,53.498171,4,"1월"
"K137860",82,239.473325,22,41.225123,4,7.264724,31.010645,10,"1월"
"K137920",33,137.575745,10,47.325338,7,14.817231,34.231985,1,"1월"
"K138150",68,212.796504,37,133.277810,5,14.147136,70.695867,9,"1월"
"K138200",47,198.236370,21,113.114150,0,0.000000,87.741347,9,"1월"
"K138210",43,308.172617,34,69.124125,2,10.343222,107.027868,18,"1월"
"K138220",39,299.896233,8,27.956429,0,0.000000,52.318285,8,"1월"
"K138490",28,199.038108,15,49.980435,7,12.812664,82.382979,3,"1월"
"K138770",34,255.322455,39,86.216829,6,14.976144,89.191231,12,"1월"
"K138980",5,145.831008,5,19.812316,0,0.000000,35.763967,1,"1월"
"K138990",94,303.490678,4,14.749404,0,0.000000,31.684929,14,"1월"
"K139000",78,265.481721,4,17.165150,2,5.336316,53.814885,10,"1월"
"K139100",64,198.130574,8,19.724956,5,18.354487,46.692983,3,"1월"
"K139160",53,166.246001,9,104.273770,2,13.559410,39.650490,7,"1월"
"K139210",18,135.235788,21,76.992805,1,4.489900,53.663771,0,"1월"
"K139240",40,150.406740,6,26.799746,1,11.667917,30.761967,0,"1월"
"K139250",86,356.925862,79,138.057117,4,8.184647,82.188538,26,"1월"
"K139360",74,306.353307,12,27.213876,3,20.706210,75.686407,14,"1월"
"K139400",28,115.500403,1,105.822485,2,6.584158,38.762630,5,"1월"
"K139540",21,158.757408,2,33.908512,4,6.557371,43.034959,2,"1월"
"K139670",30,227.568986,10,66.071460,1,1.966412,80.220120,9,"1월"
"K139830",43,179.870370,2,6.738120,1,13.569825,63.710592,1,"1월"
"K139860",28,216.400138,24,43.863485,1,3.125664,32.791713,5,"1월"
"K139930",22,169.114529,17,29.411222,0,0.000000,59.821382,3,"1월"
"K140180",73,252.311688,10,23.330556,1,21.444180,81.014100,7,"1월"
"K140280",45,188.825086,1,6.269375,14,21.995944,38.788094,0,"1월"
"K140340",84,289.074777,1,3.767981,1,3.826856,64.219596,6,"1월"
"K140390",41,174.416672,20,66.926248,0,0.000000,77.522398,4,"1월"
"K140510",71,245.034229,32,65.434622,5,19.469104,36.777202,8,"1월"
"K140530",32,260.190930,1,6.104313,4,12.122040,41.826539,10,"1월"
"K140630",37,128.274775,7,40.768790,0,0.000000,32.718857,0,"1월"
"K140640",45,363.931070,5,12.728301,4,17.808695,60.536800,16,"1월"
"K140670",21,171.830818,22,58.680437,1,7.141852,39.580154,2,"1월"
"K140760",7,149.296478,15,71.146528,2,3.790087,51.002786,4,"1월"
"K140840",29,243.649543,0,0.000000,2,4.730100,48.371936,8,"1월"
"K140880",44,190.376071,21,40.745334,1,2.427382,70.441921,5,"1월"
"K141140",82,283.454777,1,17.511156,0,0.000000,96.751873,7,"1월"
"K141150",32,139.500707,4,25.229896,4,6.871956,38.898954,0,"1월"
"K141620",13,116.058449,36,63.839894,1,15.417644,63.136842,3,"1월"
"K141630",22,193.605649,1,9.999223,4,11.033626,62.278793,4,"1월"
"K141790",22,196.522073,4,24.792190,4,11.119609,38.472144,0,"1월"
"K141820",56,161.552078,26,72.582135,0,0.000000,60.547401,2,"1월"
"K142300",69,302.914571,0,0.000000,2,7.722777,39.914722,12,"1월"
"K142320",21,191.628146,6,10.961168,5,9.230458,30.311489,1,"1월"
"K142400",13,118.437067,12,27.979997,2,4.866086,29.816636,0,"1월"
"K142430",38,350.101402,4,37.469626,2,10.007296,81.130569,15,"1월"
"K142460",19,181.699585,9,82.859602,3,4.679338,83.434354,7,"1월"
"K142490",19,176.704934,28,85.795972,2,7.874005,82.824244,5,"1월"
"K142580",53,187.214184,0,0.000000,8,13.859820,62.317177,2,"1월"
"K142680",38,168.533709,18,97.460378,1,3.313442,68.746317,7,"1월"
"K142690",54,164.967034,14,78.157873,3,16.473001,44.552874,1,"1월"
"K142750",58,257.676773,5,9.330086,2,15.926516,60.701889,4,"1월"
"K143150",17,168.976718,4,25.246366,4,12.965774,60.060968,0,"1월"
"K143220",35,156.182985,6,62.473194,10,23.047227,62.218692,0,"1월"
"K143340",36,134.469882,48,78.125108,2,12.310623,47.674746,1,"1월"
"K143550",27,269.563936,13,22.750292,0,0.000000,72.955541,9,"1월"
"K143610",20,200.753759,4,70.713439,1,2.686060,53.111117,3,"1월"
"K143630",48,216.569830,1,8.096776,2,5.977993,71.330542,7,"1월"
"K143740",39,194.768658,11,19.729072,5,14.318832,52.677110,6,"1월"
"K143790",12,123.914527,11,41.923973,4,10.702111,51.586069,0,"1월"
"K143810",17,172.978281,3,40.797679,1,2.325758,42.028407,2,"1월"
"K143900",17,175.790832,6,13.308720,0,0.000000,57.114397,0,"1월"
"K144380",13,141.670452,43,118.576836,4,7.105728,76.747778,3,"1월"
"K144480",42,190.449315,9,24.496380,2,4.818960,39.205694,1,"1월"
"K144610",105,475.253856,7,18.167688,1,5.180560,54.036100,27,"1월"
"K144830",20,90.991604,30,70.274358,0,0.000000,41.822255,0,"1월"
"K144870",13,221.475353,23,41.202351,2,21.025068,77.559187,7,"1월"
"K144980",17,78.963566,37,60.782167,1,5.768854,31.072851,0,"1월"
"K145090",17,193.072464,13,57.071358,7,15.091272,61.395121,2,"1월"
"K145150",12,140.674534,0,0.000000,6,12.605245,39.479002,0,"1월"
"K145200",58,212.442156,10,21.805547,10,21.676009,70.062426,7,"1월"
"K145240",51,149.354415,4,41.866650,3,10.336274,56.695268,1,"1월"
"K145270",17,191.610960,4,6.540768,5,8.469456,64.128849,3,"1월"
"K145310",21,240.179402,1,14.875487,0,0.000000,36.167220,3,"1월"
"K145330",58,267.745507,12,57.419107,2,5.047834,96.195909,10,"1월"
"K145350",15,179.858529,24,43.286359,2,11.508156,67.621068,5,"1월"
"K145540",15,177.400963,8,40.391112,0,0.000000,56.906365,5,"1월"
"K145660",89,270.203078,10,116.284673,4,12.584150,56.078450,13,"1월"
"K145740",12,148.281000,52,85.974000,6,9.949800,66.726333,4,"1월"
"K145760",40,151.536528,24,98.937072,4,10.262460,35.552279,4,"1월"
"K145980",60,278.866253,29,78.603132,8,14.677171,52.508749,12,"1월"
"K146050",18,214.839216,4,63.018405,1,9.802863,50.467150,10,"1월"
"K146110",59,216.826314,6,51.205616,6,15.356278,53.227721,5,"1월"
"K146240",25,314.686666,32,52.408913,10,16.906101,42.386072,13,"1월"
"K146290",35,104.830263,50,89.848583,5,12.865155,25.092828,3,"1월"
"K146560",8,100.348080,14,65.054850,1,6.817125,50.675332,1,"1월"
"K146570",152,458.328355,10,25.748784,0,0.000000,37.750933,26,"1월"
"K146590",34,431.930136,44,67.248529,16,24.376255,73.107070,28,"1월"
"K146770",10,131.238019,31,51.828896,2,4.470190,49.032360,1,"1월"
"K146900",62,226.521353,7,53.116994,1,12.902110,91.824420,4,"1월"
"K147060",7,245.159381,30,74.264315,7,23.721978,61.044640,12,"1월"
"K147070",54,171.192191,4,31.828886,0,0.000000,25.474158,3,"1월"
"K147100",39,139.206960,41,90.985905,1,8.552970,67.859958,3,"1월"
"K147130",72,260.001406,2,101.662551,1,2.956629,50.844358,15,"1월"
"K147150",7,250.465554,56,105.876203,1,16.697704,84.226406,13,"1월"
"K147190",26,123.630170,14,38.359559,0,0.000000,25.316410,0,"1월"
"K147250",10,321.217093,19,51.654773,2,8.147175,73.157819,16,"1월"
"K147260",8,246.993780,39,67.117875,1,2.343024,88.949999,10,"1월"
"K147270",39,207.381506,37,63.591811,1,10.663430,64.510948,5,"1월"
"K147320",37,133.790844,53,109.032396,0,0.000000,70.772387,0,"1월"
"K147370",18,240.502697,8,25.540796,0,0.000000,25.688541,10,"1월"
"K147420",16,213.895736,31,71.907318,2,4.565544,38.738647,5,"1월"
"K147530",9,256.436766,1,32.360577,1,4.732510,63.380304,9,"1월"
"K147820",28,137.307429,8,24.595567,0,0.000000,54.649841,0,"1월"
"K148040",20,278.999960,40,70.423513,4,17.888758,70.829371,13,"1월"
"K148210",60,283.227119,1,15.775740,5,12.620592,58.048057,9,"1월"
"K148230",7,168.883898,4,8.028754,0,0.000000,31.345664,0,"1월"
"K148330",55,259.827874,15,55.892690,7,13.474526,91.759201,13,"1월"
"K148340",49,231.975268,13,24.127311,2,4.315454,64.083007,2,"1월"
"K148550",61,186.858454,17,42.895180,1,2.862692,75.102410,4,"1월"
"K148660",10,207.836842,12,26.208500,0,0.000000,38.840575,1,"1월"
"K148700",48,227.898869,12,36.274959,4,6.333723,43.104270,3,"1월"
"K148750",101,366.540573,29,71.585314,2,23.366714,117.819662,20,"1월"
"K148820",89,424.196291,2,10.184999,6,14.771227,40.389803,20,"1월"
"K148840",50,251.977173,0,0.000000,2,8.471855,80.613339,6,"1월"
"K148900",35,173.836043,14,36.178390,0,0.000000,58.863802,3,"1월"
"K149060",45,217.656250,18,59.654822,0,0.000000,44.722278,3,"1월"
"K149140",14,210.810262,55,94.419407,2,14.686178,69.197257,7,"1월"
"K149210",9,163.316972,26,41.508472,11,19.119054,44.189450,1,"1월"
"K149240",65,319.660024,25,138.306473,0,0.000000,143.455899,18,"1월"
"K149280",14,216.347179,3,54.086795,0,0.000000,44.983551,8,"1월"
"K149310",73,216.545805,36,85.490843,0,0.000000,69.843856,7,"1월"
"K149460",12,203.821523,6,38.078010,1,11.879984,42.273610,6,"1월"
"K149500",10,162.121580,10,17.613995,1,7.433986,58.631192,0,"1월"
"K149530",5,90.014924,9,70.438690,2,3.873532,37.460191,0,"1월"
"K149600",6,97.590760,45,70.794257,0,0.000000,52.297051,1,"1월"
"K149620",40,196.469090,5,27.001790,0,0.000000,60.783722,0,"1월"
"K149870",20,283.174358,53,106.150176,1,4.467600,39.294367,15,"1월"
"K149910",26,122.110834,48,97.748820,2,20.251550,73.278726,2,"1월"
"K149920",70,345.309288,23,52.375771,4,6.952536,104.303438,16,"1월"
"K149940",15,262.783363,1,13.729809,0,0.000000,37.943217,6,"1월"
"K149970",8,140.098316,32,49.235483,0,0.000000,50.007557,0,"1월"
"K150100",46,167.655602,4,26.260806,0,0.000000,33.547495,3,"1월"
"K150130",9,160.116801,21,32.584110,1,6.504193,41.621289,4,"1월"
"K150240",7,140.413908,17,54.700814,0,0.000000,43.093834,0,"1월"
"K150250",33,122.719507,27,45.181567,4,9.011166,25.615534,0,"1월"
"K150380",44,135.122740,20,80.589273,1,2.574959,46.184476,4,"1월"
"K150450",50,251.468412,8,87.698832,0,0.000000,36.272345,14,"1월"
"K150490",10,196.041992,18,44.772075,2,13.013750,51.044489,1,"1월"
"K150510",31,99.133638,22,64.686129,1,2.996620,37.023002,0,"1월"
"K150650",9,179.402735,11,26.428765,1,1.921094,31.534898,4,"1월"
"K150690",8,166.965876,10,53.163264,1,4.651786,36.996902,5,"1월"
"K150740",11,242.290818,2,9.597234,0,0.000000,60.743321,4,"1월"
"K150900",7,156.327767,27,51.012805,6,18.732571,55.114669,0,"1월"
"K150910",18,94.961779,12,67.727277,1,4.020559,29.861815,0,"1월"
"K150940",14,184.672000,6,41.232048,0,0.000000,46.150632,6,"1월"
"K151080",77,276.992353,2,45.181706,0,0.000000,78.967359,11,"1월"
"K151120",120,445.127976,16,28.295824,1,2.609628,54.672876,24,"1월"
"K151410",76,272.333794,11,52.191734,0,0.000000,72.035809,9,"1월"
"K151600",24,111.160161,11,22.622859,2,4.208904,30.875913,0,"1월"
"K151680",47,246.778371,5,37.037017,7,18.396943,71.500558,12,"1월"
"K151700",67,309.187796,23,132.565109,0,0.000000,96.172613,18,"1월"
"K151970",36,130.060265,10,29.466083,1,2.819011,51.190487,0,"1월"
"K151990",22,84.200737,19,38.964828,2,9.406622,35.612424,0,"1월"
"K152030",9,110.339394,58,93.484545,1,4.758655,32.820892,1,"1월"
"K152060",52,240.862799,13,35.534200,1,10.114268,82.077648,9,"1월"
"K152080",25,135.434932,35,61.975608,0,0.000000,41.315080,1,"1월"
"K152180",52,280.614954,21,33.887411,7,12.040226,107.604489,12,"1월"
"K152240",17,197.123587,5,57.578040,7,12.991968,84.081948,2,"1월"
"K152260",56,303.654524,47,129.326472,4,10.295173,63.919954,19,"1월"
"K152320",13,157.041776,9,33.816165,3,5.505913,47.612388,2,"1월"
"K152540",27,148.850015,0,0.000000,0,0.000000,45.305363,0,"1월"
"K152630",50,188.696579,5,8.365858,0,0.000000,39.188055,0,"1월"
"K152670",48,156.125362,2,46.301268,1,4.357766,65.560694,3,"1월"
"K152720",51,284.514304,2,7.898013,2,10.298390,93.230223,11,"1월"
"K152730",19,107.964588,11,83.482477,0,0.000000,61.008727,3,"1월"
"K152740",11,124.876123,0,0.000000,0,0.000000,32.255360,0,"1월"
"K152750",43,132.123005,42,97.761768,6,9.062728,60.505778,0,"1월"
"K152800",32,178.958128,12,18.113722,0,0.000000,39.837742,1,"1월"
"K152810",43,139.670028,7,43.818048,3,10.498074,61.938694,0,"1월"
"K152820",70,203.974050,3,146.278533,1,2.447689,36.337992,9,"1월"
"K152920",34,188.890978,42,105.162127,3,8.180640,63.342076,11,"1월"
"K152940",79,237.399974,2,6.327653,1,3.013168,41.973122,2,"1월"
"K153050",65,295.878290,30,70.784280,0,0.000000,48.018419,11,"1월"
"K153110",56,314.222712,5,40.273615,1,2.102194,68.271787,12,"1월"
"K153320",50,159.446135,9,27.920052,0,0.000000,27.522851,3,"1월"
"K153620",68,393.647978,10,31.368645,1,3.878305,71.231629,19,"1월"
"K153640",23,249.069548,22,95.987487,0,0.000000,79.569087,10,"1월"
"K153670",44,169.783484,29,81.447321,1,6.093976,50.693225,3,"1월"
"K153720",46,164.198292,0,0.000000,4,7.480560,36.025058,0,"1월"
"K153760",43,251.522927,3,51.743609,5,10.460986,99.131941,14,"1월"
"K153780",43,252.603328,7,39.494239,2,5.250679,35.579155,6,"1월"
"K154030",3,138.062845,3,7.406805,1,3.893863,43.473001,0,"1월"
"K154210",3,151.253033,47,79.334544,2,3.449328,58.903651,5,"1월"
"K154240",0,0.000000,39,98.953397,3,6.220224,56.228684,3,"1월"
"K154560",1,108.517193,24,78.334918,0,0.000000,54.973688,0,"1월"
"K154610",1,155.963059,12,62.102938,1,19.603200,65.714015,0,"1월"
"K154730",4,288.872928,5,12.274716,0,0.000000,56.258321,6,"1월"
"K154830",0,0.000000,10,42.647561,1,7.313834,43.533958,0,"1월"
"K154900",1,358.668306,17,43.943712,0,0.000000,126.216809,21,"1월"
"K154950",1,262.793821,8,22.949026,6,16.412287,91.802341,12,"1월"
"K154980",1,312.530426,24,94.190873,5,9.780343,109.345695,21,"1월"
"K155000",3,228.741744,22,87.787656,5,8.826048,75.852094,9,"1월"
"K155070",1,102.674016,21,68.066640,3,9.512928,27.920134,1,"1월"
"K155490",2,179.405335,25,88.427758,0,0.000000,58.562680,5,"1월"
"K155580",27,44.484419,13,44.042521,1,4.811780,30.238703,0,"1월"
"K155780",24,54.807751,9,68.744915,6,13.525518,45.199907,2,"1월"
"K155840",7,11.833845,29,72.186454,0,0.000000,30.966291,0,"1월"
"K156000",22,35.293673,3,54.531617,2,6.846587,29.605014,0,"1월"
"K156030",21,40.911058,4,30.382477,5,12.032664,26.633097,0,"1월"
"K156120",6,15.487832,32,86.078630,11,28.236319,33.503520,1,"1월"
"K156190",25,48.558226,3,37.474283,2,17.329657,31.003467,2,"1월"
"K156250",8,30.585946,34,58.167914,2,7.100309,29.226204,0,"1월"
"K156310",9,53.186630,6,79.380475,0,0.000000,40.986797,2,"1월"
"K156450",8,41.870714,35,71.064491,0,0.000000,34.572644,1,"1월"
"K156760",5,48.497400,8,54.155430,4,12.393780,32.678476,0,"1월"
"K156790",5,17.277687,14,66.413743,5,13.569305,28.836963,1,"1월"
"K156840",2,11.861476,3,69.695613,5,7.403978,26.342326,1,"1월"
"K156880",12,49.180599,2,51.998813,3,11.051820,36.995817,0,"1월"
"K156930",6,20.312041,47,72.907469,0,0.000000,29.962560,0,"1월"
"K157150",0,0.000000,26,48.850338,0,0.000000,22.795138,0,"1월"
"K157160",0,0.000000,15,55.441006,5,8.605681,26.647787,0,"1월"
"K157210",41,67.999932,20,86.457056,1,7.428564,34.741488,0,"1월"
"K157220",18,46.993320,39,83.092734,4,17.800500,38.826958,0,"1월"
"K157250",69,106.894331,77,136.196753,0,0.000000,40.057043,0,"1월"
"K157360",20,57.844075,17,69.680005,1,6.355480,44.107733,0,"1월"
"K157390",44,85.816114,37,108.822881,0,0.000000,62.338095,0,"1월"
"K157410",5,10.428701,32,95.441235,0,0.000000,33.570602,0,"1월"
"K157630",29,75.179923,8,72.163445,6,13.825526,37.991630,0,"1월"
"K157910",42,65.732982,25,70.646577,2,5.568741,37.393232,0,"1월"
"K158120",21,60.323188,2,93.123352,0,0.000000,39.907447,0,"1월"
"K158130",36,55.905109,8,116.494435,8,25.152208,35.764421,0,"1월"
"K158220",20,52.222550,43,81.229229,3,6.317244,32.716112,0,"1월"
"K158260",41,77.144850,33,75.659325,11,24.075750,53.904463,0,"1월"
"K158350",25,62.565888,21,86.205840,2,6.813520,37.060694,0,"1월"
"K158560",15,41.216470,77,138.179372,0,0.000000,35.437007,0,"1월"
"K158600",28,65.576567,22,65.915089,0,0.000000,33.774365,0,"1월"
"K158630",63,132.146269,93,140.365894,9,16.948585,74.045417,0,"1월"
"K158660",6,12.324010,9,109.563451,0,0.000000,39.236799,0,"1월"
"K158810",39,103.833416,28,122.166764,10,18.666682,75.025895,0,"1월"
"K158840",70,105.856032,46,139.848594,0,0.000000,81.360108,0,"1월"
"K158880",59,111.200078,18,129.520841,3,12.175191,51.343845,0,"1월"
"K158940",36,99.107894,6,107.227152,2,5.074536,26.841926,0,"1월"
"K159090",69,117.554548,70,124.644740,1,9.985004,34.424114,0,"1월"
"K159160",37,77.889504,35,104.628401,3,5.794219,56.550188,0,"1월"
"K159180",20,41.659574,64,153.568627,0,0.000000,63.542071,0,"1월"
"K159230",39,104.975825,39,116.588195,5,13.681483,47.320026,0,"1월"
"K159260",29,66.512297,14,75.320450,2,3.179528,42.892955,0,"1월"
"K159390",24,63.575022,20,71.468565,2,6.826848,41.009202,0,"1월"
"K159530",48,75.343914,39,88.168410,0,0.000000,43.033768,0,"1월"
"K159570",54,82.057061,25,101.160025,0,0.000000,33.559391,0,"1월"
"K159680",55,88.993453,27,87.606992,1,3.105095,54.414843,0,"1월"
"K159760",20,48.850049,61,95.262895,9,15.788845,46.395547,0,"1월"
"K159810",34,76.774040,25,68.666042,13,23.087182,41.491127,0,"1월"
"K159870",27,51.333750,7,104.793750,0,0.000000,33.938037,0,"1월"
"K160070",39,76.632150,34,114.437963,7,10.947450,54.497208,0,"1월"
"K160080",29,48.633423,11,71.278062,3,7.962250,37.964996,0,"1월"
"K160160",0,0.000000,31,67.400555,2,3.338865,37.901242,0,"1월"
"K160320",24,56.291760,29,58.570236,2,3.350700,31.113594,0,"1월"
"K160420",14,37.015344,12,57.642504,0,0.000000,26.331460,0,"1월"
"K160890",37,58.807707,33,58.886856,0,0.000000,32.309649,0,"1월"
"K160950",58,112.629719,70,146.504758,0,0.000000,44.309465,0,"1월"
"K160960",51,108.190035,22,127.676196,0,0.000000,73.240120,0,"1월"
"K161090",57,99.697871,59,112.462720,2,10.453971,39.934064,0,"1월"
"K161130",25,54.913788,40,62.991686,1,3.979260,27.260844,0,"1월"
"K161270",30,48.432384,39,92.293344,0,0.000000,40.992396,0,"1월"
"K161310",26,53.874082,14,71.519548,2,5.114628,40.603295,0,"1월"
"K161400",15,34.265076,45,115.107425,4,13.009114,50.259864,0,"1월"
"K161410",6,101.210864,23,110.753086,5,10.944160,67.316075,0,"1월"
"K161520",15,92.615321,22,122.260183,0,0.000000,57.399350,0,"1월"
"K161650",12,39.642432,61,95.152380,10,19.504920,34.023964,0,"1월"
"K161820",18,53.776785,14,90.335132,2,19.241235,50.203619,0,"1월"
"K161880",9,47.666045,26,58.309181,6,22.363256,38.569508,0,"1월"
"K161900",11,41.493047,2,102.120733,2,12.999075,37.087809,0,"1월"
"K161930",6,85.075003,36,71.320625,7,16.962268,50.598105,0,"1월"
"K161990",33,112.689618,44,122.011586,3,11.209962,53.662651,0,"1월"
"K162070",1,33.755935,70,108.082884,0,0.000000,34.481210,0,"1월"
"K162170",14,42.194131,22,78.888600,2,6.235956,35.192600,0,"1월"
"K162360",7,85.034475,13,116.720325,3,6.286875,40.359809,0,"1월"
"K162470",20,62.764968,24,61.937904,0,0.000000,35.581760,0,"1월"
"K162560",4,64.339519,30,88.651959,0,0.000000,26.381967,0,"1월"
"K162570",15,68.690610,50,117.286155,4,11.504100,51.083642,0,"1월"
"K162580",33,97.278822,46,100.501916,0,0.000000,60.355055,0,"1월"
"K162590",4,45.778635,29,98.396393,1,1.897560,35.408214,0,"1월"
"K162750",10,56.860850,17,74.635759,1,2.546008,31.151624,0,"1월"
"K162900",1,51.347930,46,96.771100,8,18.103437,37.508640,0,"1월"
"K162980",4,100.008437,64,132.630965,1,4.995325,42.218987,0,"1월"
"K163140",7,66.403860,31,76.385860,1,6.768910,26.330067,0,"1월"
"K163280",4,22.366344,31,111.323394,5,12.903660,46.438840,0,"1월"
"K163300",5,47.051136,20,70.487592,3,10.247880,33.208752,0,"1월"
"K163320",8,76.425165,3,71.715722,1,6.031391,25.467151,0,"1월"
