Customer_ID,Gender,Age,Connect_Date,L_O_S,Dropped_Calls,Pay Method,tariff,Churn,Handset,Peak_calls_Sum,Peak_mins_Sum,OffPeak_calls_Sum,OffPeak_mins_Sum,Weekend_calls_Sum,Weekend_mins_Sum,International_mins_Sum,Nat_call_cost_Sum,AvePeak,AveOffPeak,AveWeekend,National_calls,National mins,AveNational,All_calls_mins,Usage_Band,Mins_charge,call_cost_per_min,actual call cost,Total_call_cost,Total_Cost,Tariff_OK,average cost min,Group
K167250,M,16,15/04/98,30.366667,1,Pre Pay,CAT 100,Churned,ASAD90,378,717.599999,7,42.000000,8,41.400001,225.011424,28.057191,1.898413,6.000000,5.175000,393,801.000000,2.038168,1026.011424,Med,201.000000,13.958801,28.057191,95.560618,200.560618,OK,0.195476,1
K234570,F,29,27/07/99,14.766667,1,Pre Pay,CAT 100,Churned,S50,112,502.799999,212,407.699999,18,28.000000,61.020402,35.060087,4.489286,1.923113,1.555556,342,938.499998,2.744152,999.520400,Med,338.499998,10.357485,35.060088,53.366208,158.366208,OK,0.158442,1
K234760,M,25,16/07/99,15.133333,1,Pre Pay,CAT 100,Churned,BS110,42,579.000000,17,78.300000,56,105.000000,97.416160,20.442391,13.785714,4.605882,1.875000,115,762.300000,6.628696,859.716160,Med,162.300000,12.595435,20.442391,49.667239,154.667239,OK,0.179905,1
K108340,M,27,10/03/97,43.733333,0,Pre Pay,CAT 100,Active,S50,69,774.600000,6,109.799999,1,8.400000,191.015115,40.043548,11.226087,18.300000,8.400000,76,892.799999,11.747368,1083.815114,Med,292.799999,13.676075,40.043548,97.348083,202.348083,OK,0.186700,1
K234890,M,26,09/09/99,13.300000,0,Pre Pay,CAT 100,Churned,S50,144,700.800000,4,19.800000,7,12.600000,88.395498,19.391391,4.866667,4.950000,1.800000,155,733.200000,4.730323,821.595498,Med,133.200000,14.558101,19.391391,45.910041,150.910041,OK,0.183679,1
K235010,M,50,23/07/99,14.900000,2,Pre Pay,CAT 100,Churned,BS110,20,445.800000,14,66.600001,10,37.000000,155.683746,0.000000,22.290000,4.757143,3.700000,44,549.400001,12.486364,705.083747,Med,-50.599999,13.114307,0.000000,46.705124,151.705124,OK,0.215159,1
K235070,M,64,16/09/99,13.066667,0,Pre Pay,CAT 100,Churned,BS110,14,348.600000,128,229.499998,27,46.800000,81.997171,2.634046,24.900000,1.792969,1.733333,169,624.899998,3.697633,706.897169,Med,24.899998,10.578493,2.634044,27.233196,132.233196,OK,0.187061,1
K167620,F,17,23/03/96,55.466667,1,Pre Pay,CAT 100,Churned,ASAD90,387,750.600001,22,60.300000,6,137.500001,248.623708,44.993708,1.939535,2.740909,22.916667,415,948.400002,2.285301,1197.023710,Med,348.400002,12.914382,44.993708,119.580820,224.580820,OK,0.187616,1
K167630,F,19,28/12/97,33.966667,9,Pre Pay,CAT 100,Churned,S50,211,583.200000,72,210.900000,28,45.000000,272.086392,28.573176,2.763981,2.929167,1.607143,311,839.100000,2.698071,1111.186392,Med,239.100000,11.950304,28.573177,110.199094,215.199094,OK,0.193666,1
K167710,M,20,15/12/98,22.233333,4,Pre Pay,CAT 100,Churned,ASAD90,128,360.000000,102,164.700000,4,64.200001,190.932677,0.000000,2.812500,1.614706,16.050000,234,588.900001,2.516667,779.832678,Med,-11.099999,11.113092,0.000000,57.279803,162.279803,OK,0.208096,1
K168410,M,12,05/01/99,21.533333,1,Pre Pay,CAT 100,Churned,ASAD90,233,718.200000,6,188.400000,22,54.000000,194.269554,44.990537,3.082403,31.400000,2.454545,261,960.600000,3.680460,1154.869554,Med,360.600000,12.476577,44.990537,103.271403,208.271403,OK,0.180342,1
K168210,F,21,03/10/96,49.000000,1,Pre Pay,CAT 100,Churned,S50,147,440.400000,183,345.600000,27,55.200000,272.453607,24.687733,2.995918,1.888525,2.044444,357,841.200000,2.356303,1113.653607,Med,241.200000,10.235378,24.687732,106.423814,211.423814,OK,0.189847,1
K168200,M,25,02/03/98,31.833333,0,Pre Pay,CAT 100,Churned,ASAD90,140,829.800000,7,20.400002,11,23.500002,254.206785,39.679765,5.927143,2.914286,2.136364,158,873.700004,5.529747,1127.906789,Med,273.700004,14.497539,39.679765,115.941801,220.941801,OK,0.195887,1
K168300,F,12,01/12/98,22.700000,1,Pre Pay,CAT 100,Active,ASAD170,140,549.000000,16,185.400000,50,97.199999,216.396916,26.869610,3.921429,11.587500,1.944000,206,831.599999,4.036893,1047.996915,Med,231.599999,11.601732,26.869610,91.788685,196.788685,OK,0.187776,1
K108470,M,50,24/06/99,15.866667,0,Pre Pay,CAT 100,Churned,ASAD90,137,634.200001,16,230.700000,0,0.000000,259.618173,33.481467,4.629197,14.418750,0.000000,153,864.900001,5.652941,1124.518174,Med,264.900001,12.332640,32.669162,110.554614,215.554614,OK,0.191686,1
K168260,M,25,17/11/99,11.000000,0,Pre Pay,CAT 100,Churned,ASAD90,130,513.599999,187,349.500002,45,96.000000,257.292107,37.184877,3.950769,1.868984,2.133333,362,959.100001,2.649448,1216.392108,Med,359.100001,10.355020,37.184878,114.372510,219.372510,OK,0.180347,1
K168310,F,17,16/11/99,11.033333,1,Pre Pay,CAT 100,Churned,ASAD90,106,651.000000,105,188.700000,51,112.000000,298.188780,41.642656,6.141509,1.797143,2.196078,262,951.700000,3.632443,1249.888780,Med,351.700000,11.840391,41.642655,131.099289,236.099289,OK,0.188896,1
K168350,M,19,04/12/97,34.766667,2,Pre Pay,CAT 100,Active,ASAD170,119,737.400000,88,140.099999,3,25.200000,273.390245,39.862039,6.196639,1.592045,8.400000,210,902.699999,4.298571,1176.090244,Med,302.699999,13.168827,39.862039,121.879112,226.879112,OK,0.192910,1
K168440,M,16,21/06/98,28.133333,2,Pre Pay,CAT 100,Churned,ASAD90,111,704.400000,88,176.100001,25,39.600000,239.564927,40.510862,6.345946,2.001136,1.584000,224,920.100001,4.107589,1159.664928,Med,320.100001,12.655690,40.510863,112.380341,217.380341,OK,0.187451,1
K108510,F,27,25/01/96,57.400000,2,Pre Pay,CAT 100,Churned,ASAD90,152,460.800001,171,372.000000,1,33.000000,205.398288,27.436528,3.031579,2.175439,33.000000,324,865.800001,2.672222,1071.198289,Med,265.800001,10.322245,27.436528,89.056015,194.056015,OK,0.181158,1
K168700,F,23,22/08/98,26.066667,2,Pre Pay,CAT 100,Active,ASAD170,89,652.800001,92,271.800001,14,22.800001,225.433672,41.307379,7.334831,2.954348,1.628572,195,947.400003,4.858462,1172.833675,Med,347.400003,11.890437,41.307378,108.937480,213.937480,OK,0.182411,1
K169040,M,17,05/12/97,34.733333,0,Pre Pay,CAT 100,Churned,S50,63,547.199999,142,286.800001,69,116.400001,292.345095,37.694544,8.685714,2.019718,1.686957,274,950.400001,3.468613,1242.745096,Med,350.400001,10.757576,37.694546,125.398074,230.398074,OK,0.185394,1
K168870,M,16,04/01/97,45.900000,9,Pre Pay,CAT 100,Churned,S50,152,519.600000,125,241.499999,4,62.500000,256.326931,25.286673,3.418421,1.932000,15.625000,281,823.599999,2.930961,1079.926930,Med,223.599999,11.308888,25.286673,102.184752,207.184752,OK,0.191851,1
K108560,M,43,04/07/97,39.866667,11,Pre Pay,CAT 100,Active,ASAD170,44,553.200000,128,286.500000,17,76.000000,208.004776,34.857321,12.572727,2.238281,4.470588,189,915.700000,4.844974,1123.704776,Med,315.700000,11.041280,34.857321,97.258753,202.258753,OK,0.179993,1
K168920,M,21,13/01/97,45.600000,9,Pre Pay,CAT 100,Active,ASAD90,71,555.000000,85,248.400000,0,0.000000,189.684543,24.698190,7.816901,2.922353,0.000000,156,803.400000,5.150000,993.084543,Med,203.400000,11.908140,24.221158,81.126520,186.126520,OK,0.187423,1
K108540,F,40,03/07/98,27.733333,10,Pre Pay,CAT 100,Churned,ASAD90,33,426.600000,172,295.200000,20,48.000000,218.960609,17.899805,12.927273,1.716279,2.400000,225,769.800000,3.421333,988.760609,Med,169.800000,10.541699,17.899805,83.587988,188.587988,OK,0.190732,1
K171110,F,16,24/08/99,13.833333,2,Pre Pay,CAT 100,Churned,S50,3,698.400000,49,180.900000,49,89.400000,284.784250,45.017024,232.800000,3.691837,1.824490,101,968.700000,9.591089,1253.484250,Med,368.700000,12.209662,45.017025,130.452300,235.452300,OK,0.187838,1
K169190,M,13,12/12/96,46.666667,1,Pre Pay,CAT 100,Active,ASAD170,64,562.200001,17,340.799999,7,12.000000,194.419225,35.104426,8.784375,20.047059,1.714286,88,915.000000,10.397727,1109.419225,Med,315.000000,11.144262,35.104426,93.430194,198.430194,OK,0.178860,1
K169120,F,17,19/01/99,21.066667,0,Pre Pay,CAT 100,Churned,ASAD90,120,517.200001,122,257.399999,24,61.799999,245.106026,26.438134,4.310000,2.109836,2.575000,266,836.399999,3.144361,1081.506025,Med,236.399999,11.183644,26.438135,99.969943,204.969943,OK,0.189523,1
K169110,M,23,21/09/96,49.400000,2,Pre Pay,CAT 100,Churned,ASAD90,178,555.600000,187,340.500000,14,31.500000,205.308048,36.002096,3.121348,1.820856,2.250000,379,927.600000,2.447493,1132.908048,Med,327.600000,10.989651,36.002096,97.594510,202.594510,OK,0.178827,1
K169160,M,16,25/11/97,35.066667,0,Pre Pay,CAT 100,Churned,ASAD90,170,589.800000,75,223.499999,53,109.499999,259.700879,36.771496,3.469412,2.980000,2.066038,298,922.799998,3.096644,1182.500877,Med,322.799998,11.391417,36.771495,114.681759,219.681759,OK,0.185777,1
K169270,F,19,23/01/97,45.266667,2,Pre Pay,CAT 100,Active,ASAD170,172,753.000000,0,0.000000,0,0.000000,289.610226,42.223638,4.377907,0.000000,0.000000,172,753.000000,4.377907,1042.610226,Med,153.000000,15.000000,22.950000,109.833068,214.833068,OK,0.206053,1
K169300,F,21,03/12/96,46.966667,2,Pre Pay,CAT 100,Active,ASAD170,76,707.399999,45,127.200000,9,97.500000,184.844927,41.809114,9.307895,2.826667,10.833333,130,932.099999,7.170000,1116.944926,Med,332.099999,12.589314,41.809113,97.262591,202.262591,OK,0.181086,1
K169310,F,13,13/07/99,15.233333,2,Pre Pay,CAT 100,Churned,ASAD90,208,727.200001,81,204.000000,0,0.000000,231.176756,43.111419,3.496154,2.518519,0.000000,289,931.200001,3.222145,1162.376757,Med,331.200001,12.809278,42.424330,111.777357,216.777357,OK,0.186495,1
K108610,M,34,26/12/96,46.200000,1,Pre Pay,CAT 100,Active,S50,41,633.599999,83,179.099999,13,27.599999,223.670316,30.134016,15.453659,2.157831,2.123077,137,840.299997,6.133577,1063.970313,Med,240.299997,12.540164,30.134014,97.235109,202.235109,OK,0.190076,1
K169470,F,21,01/10/99,12.566667,6,Pre Pay,CAT 100,Active,ASAD170,55,595.200000,7,272.699999,31,63.000000,206.122820,37.702125,10.821818,38.957143,2.032258,93,930.899999,10.009677,1137.022819,Med,330.899999,11.393812,37.702125,99.538971,204.538971,OK,0.179890,1
K169620,F,13,19/10/99,11.966667,0,Pre Pay,CAT 100,Active,ASAD170,203,719.399999,9,27.600001,0,0.000000,202.226589,21.799673,3.543842,3.066667,0.000000,212,747.000000,3.523585,949.226589,Med,147.000000,14.630522,21.506867,82.174844,187.174844,OK,0.197187,1
K169630,F,23,21/10/99,11.900000,1,Pre Pay,CAT 100,Churned,ASAD90,89,408.000000,175,303.900001,28,79.800001,202.609635,19.464196,4.584270,1.736571,2.850000,292,791.700002,2.711301,994.309637,Med,191.700002,10.153467,19.464197,80.247087,185.247087,OK,0.186307,1
K108680,M,39,11/05/97,41.666667,9,Pre Pay,CAT 100,Churned,ASAD90,53,720.000000,7,21.899999,17,39.000000,215.149687,25.724216,13.584906,3.128571,2.294118,77,780.899999,10.141558,996.049686,Med,180.899999,14.220131,25.724216,90.269122,195.269122,OK,0.196044,1
K169730,F,20,23/01/96,57.466667,1,Pre Pay,CAT 100,Churned,ASAD90,78,366.000000,164,300.000000,8,27.000000,197.883268,9.561688,4.692308,1.829268,3.375000,250,693.000000,2.772000,890.883268,Med,93.000000,10.281385,9.561688,68.926669,173.926669,OK,0.195229,1
K169810,F,14,21/01/98,33.166667,0,Pre Pay,CAT 100,Active,S50,50,667.199999,30,124.500001,27,52.800001,240.420776,31.541803,13.344000,4.150000,1.955556,107,844.500001,7.892523,1084.920777,Med,244.500001,12.900533,31.541803,103.668036,208.668036,OK,0.192335,1
K169930,F,24,08/10/99,12.333333,0,Pre Pay,CAT 100,Active,ASAD170,50,700.800001,9,125.700000,9,24.000000,224.252540,33.165847,14.016000,13.966667,2.666667,68,850.500001,12.507353,1074.752541,Med,250.500001,13.239859,33.165847,100.441609,205.441609,OK,0.191152,1
K170040,M,18,17/09/97,37.366667,0,Pre Pay,CAT 100,Active,ASAD170,114,545.400000,74,301.800000,16,66.000000,270.960127,34.365571,4.784211,4.078378,4.125000,204,913.200000,4.476471,1184.160127,Med,313.200000,10.972405,34.365572,115.653610,220.653610,OK,0.186338,1
K170140,F,16,20/06/96,52.500000,0,Pre Pay,CAT 100,Churned,S50,167,505.800000,111,185.400000,0,0.000000,197.816425,12.864958,3.028743,1.670270,0.000000,278,691.200000,2.486331,889.016425,Med,91.200000,12.317708,11.233750,70.578678,175.578678,OK,0.197498,1
K170070,M,16,22/04/98,30.133333,2,Pre Pay,CAT 100,Churned,ASAD90,41,664.200001,5,197.400000,7,12.600000,204.221154,34.543178,16.200000,39.480000,1.800000,53,874.200001,16.494340,1078.421155,Med,274.200001,12.597804,34.543178,95.809524,200.809524,OK,0.186207,1
K170160,M,25,16/12/96,46.533333,1,Pre Pay,CAT 100,Churned,ASAD90,146,718.800000,98,164.700000,4,37.200000,251.580636,41.072379,4.923288,1.680612,9.300000,248,920.700000,3.712500,1172.280636,Med,320.700000,12.807103,41.072380,116.546571,221.546571,OK,0.188988,1
K170300,F,15,07/12/99,10.333333,2,Pre Pay,CAT 100,Churned,S50,111,559.800000,19,351.900000,17,88.200000,236.405691,42.383641,5.043243,18.521053,5.188235,147,999.900000,6.802041,1236.305691,Med,399.900000,10.598560,42.383641,113.305348,218.305348,OK,0.176579,1
K170240,M,14,28/03/96,55.300000,1,Pre Pay,CAT 100,Churned,ASAD90,31,615.600000,13,304.200000,19,38.000000,275.926901,40.886625,19.858065,23.400000,2.000000,63,957.800000,15.203175,1233.726901,Med,357.800000,11.427229,40.886626,123.664696,228.664696,OK,0.185345,1
K170260,M,24,18/11/99,10.966667,5,Pre Pay,CAT 100,Active,ASAD170,113,583.800000,8,315.000000,3,7.800000,283.492142,35.073336,5.166372,39.375000,2.600000,124,906.600000,7.311290,1190.092142,Med,306.600000,11.439444,35.073336,120.120978,225.120978,OK,0.189163,1
K170970,F,24,28/10/96,48.166667,0,Pre Pay,CAT 100,Churned,ASAD90,7,609.600001,81,162.600001,2,23.400000,184.281180,24.767149,87.085714,2.007407,11.700000,90,795.600002,8.840000,979.881182,Med,195.600002,12.662142,24.767150,80.051504,185.051504,OK,0.188851,1
K170440,F,22,02/10/99,12.533333,2,Pre Pay,CAT 100,Active,ASAD170,139,717.000000,6,132.900000,1,28.200000,232.803793,36.612858,5.158273,22.150000,28.200000,146,878.100000,6.014384,1110.903793,Med,278.100000,13.165357,36.612858,106.453996,211.453996,OK,0.190344,1
K170500,F,15,28/04/97,42.100000,9,Pre Pay,CAT 100,Active,ASAD170,82,426.600000,26,358.200000,18,50.400000,274.632142,23.773448,5.202439,13.776923,2.800000,126,835.200000,6.628571,1109.832142,Med,235.200000,10.107759,23.773448,106.163091,211.163091,OK,0.190266,1
K170620,F,20,04/12/97,34.766667,0,Pre Pay,CAT 100,Churned,ASAD90,193,588.000000,152,321.000000,1,10.500000,254.743900,36.406320,3.046632,2.111842,10.500000,346,919.500000,2.657514,1174.243900,Med,319.500000,11.394780,36.406321,112.829491,217.829491,OK,0.185506,1
K170700,F,12,18/12/99,9.966667,2,Pre Pay,CAT 100,Churned,S50,83,457.200000,41,327.600001,40,96.000000,249.512888,28.615586,5.508434,7.990244,2.400000,164,880.800001,5.370732,1130.312889,Med,280.800001,10.190736,28.615586,103.469452,208.469452,OK,0.184435,1
K104360,M,35,10/07/96,51.833333,2,Pre Pay,CAT 100,Active,ASAD170,294,544.200000,21,169.800000,13,63.600000,195.406439,21.309257,1.851020,8.085714,4.892308,328,777.600000,2.370732,973.006439,Med,177.600000,11.998457,21.309259,79.931191,184.931191,OK,0.190062,1
K170870,M,13,22/06/98,28.100000,1,Pre Pay,CAT 100,Active,ASAD170,160,616.800000,12,36.000000,14,44.400001,224.472781,13.459106,3.855000,3.000000,3.171429,186,697.200001,3.748387,921.672782,Med,97.200001,13.846816,13.459105,80.800939,185.800939,OK,0.201591,1
K170900,M,13,05/02/99,20.500000,1,Pre Pay,CAT 100,Churned,ASAD90,76,440.400000,248,383.699999,8,45.500001,253.836854,27.133616,5.794737,1.547177,5.687500,332,869.600000,2.619277,1123.436854,Med,269.600000,10.064397,27.133615,103.284672,208.284672,OK,0.185400,1
K170910,F,20,31/05/96,53.166667,1,Pre Pay,CAT 100,Active,ASAD90,86,499.200001,98,395.400000,1,5.400000,294.307698,31.640000,5.804651,4.034694,5.400000,185,900.000001,4.864865,1194.307699,Med,300.000001,10.546667,31.640000,119.932310,224.932310,OK,0.188337,1
K171020,M,17,12/12/98,22.333333,2,Pre Pay,CAT 100,Churned,S50,10,601.200000,40,280.500000,53,88.200000,265.112413,41.423537,60.120000,7.012500,1.664151,103,969.900000,9.416505,1235.012413,Med,369.900000,11.198577,41.423537,120.957261,225.957261,OK,0.182960,1
K104380,F,32,31/07/99,14.633333,8,Pre Pay,CAT 100,Active,S80,337,622.800000,55,167.100000,1,5.500000,220.394521,25.069864,1.848071,3.038182,5.500000,393,795.400000,2.023919,1015.794521,Med,195.400000,12.830023,25.069864,91.188221,196.188221,OK,0.193138,1
K108820,F,26,23/05/97,41.266667,9,Pre Pay,CAT 100,Active,S50,37,542.400000,180,388.500000,0,0.000000,215.506917,38.693408,14.659459,2.158333,0.000000,217,930.900000,4.289862,1146.406917,Med,330.900000,10.826619,35.825284,100.477359,205.477359,OK,0.179236,1
K108880,F,50,06/06/97,40.800000,2,Pre Pay,CAT 100,Churned,ASAD90,131,628.800000,21,128.700000,12,25.000000,198.040337,23.790305,4.800000,6.128571,2.083333,164,782.500000,4.771341,980.540337,Med,182.500000,13.035783,23.790304,83.202405,188.202405,OK,0.191937,1
K104590,M,51,31/12/98,21.700000,2,Pre Pay,CAT 100,Active,S80,233,580.200000,59,330.300000,2,88.200000,185.358987,43.097685,2.490129,5.598305,44.100000,294,998.700000,3.396939,1184.058987,Med,398.700000,10.809552,43.097685,98.705382,203.705382,OK,0.172040,1
K235340,F,17,18/08/99,14.033333,0,Pre Pay,CAT 100,Churned,BS110,6,270.600000,3,221.700000,0,0.000000,36.376557,0.000000,45.100000,73.900000,0.000000,9,492.300000,54.700000,528.676557,MedLow,-107.700000,10.496648,0.000000,10.912967,115.912967,OK,0.219251,1
K244920,F,22,19/04/98,30.233333,2,Pre Pay,CAT 100,Active,BS110,45,447.599999,10,129.300001,0,0.000000,13.734295,3.493870,9.946667,12.930000,0.000000,55,576.900000,10.489091,590.634295,Med,-23.100000,12.758710,0.000000,4.120289,109.120289,OK,0.184751,1
K244990,F,15,09/11/98,23.433333,1,Pre Pay,CAT 100,Active,BS110,57,699.000000,11,144.600001,4,56.000000,85.680040,38.259279,12.263158,13.145455,14.000000,72,899.600001,12.494444,985.280041,Med,299.600001,12.770120,38.259280,63.963292,168.963292,OK,0.171488,1
K245340,F,38,17/06/97,40.433333,5,Pre Pay,CAT 100,Active,BS110,35,789.000000,26,66.000000,6,15.500000,109.086532,38.042462,22.542857,2.538462,2.583333,67,870.500000,12.992537,979.586532,Med,270.500000,14.063756,38.042461,70.768421,175.768421,OK,0.179431,1
K245250,F,44,21/12/99,9.866667,10,Pre Pay,CAT 100,Active,BS110,30,562.200000,4,246.000000,2,12.600000,34.065658,26.163510,18.740000,61.500000,6.300000,36,820.800000,22.800000,854.865658,Med,220.800000,11.849415,26.163509,36.383206,141.383206,OK,0.165386,1
K245240,F,20,01/07/97,39.966667,1,Pre Pay,CAT 100,Active,BS110,18,328.800000,19,184.200000,17,45.000000,163.094305,0.000000,18.266667,9.694737,2.647059,54,558.000000,10.333333,721.094305,Med,-42.000000,10.892473,0.000000,48.928291,153.928292,OK,0.213465,1
K245440,F,32,25/11/99,10.733333,2,Pre Pay,CAT 100,Active,BS110,28,774.000000,16,108.899999,7,11.500000,108.514654,40.196924,27.642857,6.806250,1.642857,51,894.399999,17.537255,1002.914653,Med,294.399999,13.653846,40.196923,72.751319,177.751319,OK,0.177235,1
K245450,F,29,01/12/96,47.033333,2,Pre Pay,CAT 100,Active,BS110,25,666.600000,4,61.800000,1,8.400000,19.574994,19.216612,26.664000,15.450000,8.400000,30,736.800000,24.560000,756.374994,Med,136.800000,14.047231,19.216612,25.089111,130.089111,OK,0.171990,1
K245810,F,17,18/08/99,14.033333,0,Pre Pay,CAT 100,Churned,BS110,6,270.600000,3,221.700000,0,0.000000,36.376556,0.000000,45.100000,73.900000,0.000000,9,492.300000,54.700000,528.676556,MedLow,-107.700000,10.496648,0.000000,10.912967,115.912967,OK,0.219251,1
K104530,M,33,15/02/96,56.700000,6,Pre Pay,CAT 100,Churned,ASAD90,234,577.799999,1,210.600000,32,71.399999,252.067530,30.448994,2.469231,210.600000,2.231250,267,859.799998,3.220225,1111.867528,Med,259.799998,11.720167,30.448995,106.069254,211.069254,OK,0.189833,1
K109120,F,57,04/08/98,26.666667,1,Pre Pay,CAT 100,Churned,ASAD90,35,607.800000,29,162.900000,4,40.800000,246.701251,26.415997,17.365714,5.617241,10.200000,68,811.500000,11.933824,1058.201251,Med,211.500000,12.489834,26.415998,100.426373,205.426373,OK,0.194128,1
K104520,M,28,11/04/98,30.500000,0,Pre Pay,CAT 100,Active,ASAD90,340,561.000000,30,250.800000,9,49.200000,190.914341,30.055922,1.650000,8.360000,5.466667,379,861.000000,2.271768,1051.914341,Med,261.000000,11.515679,30.055923,87.330226,192.330226,OK,0.182838,1
K249690,M,51,31/01/99,20.666667,2,Pre Pay,CAT 100,Churned,BS110,34,559.799999,33,310.200001,4,7.200001,96.418380,31.549986,16.464706,9.400000,1.800000,71,877.200001,12.354930,973.618381,Med,277.200001,11.381669,31.549986,60.475500,165.475500,OK,0.169959,1
K109550,F,28,04/01/98,33.733333,2,Pre Pay,CAT 100,Churned,ASAD90,122,621.600000,76,120.600000,34,56.400000,189.801728,25.388272,5.095082,1.586842,1.658824,232,798.600000,3.442241,988.401728,Med,198.600000,12.783621,25.388272,82.328790,187.328790,OK,0.189527,1
K109270,F,44,23/08/96,50.366667,2,Pre Pay,CAT 100,Churned,ASAD90,27,505.800000,26,320.100001,21,121.200000,211.961137,35.891921,18.733333,12.311539,5.771429,74,947.100001,12.798649,1159.061138,Med,347.100001,10.340513,35.891921,99.480262,204.480262,OK,0.176419,1
