고객ID,성별,연령,개시일,서비스기간,단선횟수,지불방법,요금제,이탈여부,핸드셋,주간통화횟수,주간통화시간_분,야간통화횟수,야간통화시간_분,주말통화횟수,주말통화시간_분,국제통화시간_분,국내통화요금_분,평균주간통화시간,평균야간통화시간,평균주말통화시간,국내통화횟수,국내통화시간_분,평균국내통화시간,총통화시간_분
"K112510","남",32,"24/10/97",36.133333,1,"선불","CAT 200","유지","S80",968,1461.600000,15,42.000000,8,29.400000,254.511805,32,1.509917,2.800000,3.675000,991,1533.000000,1.546922,1787.511805
"K112810","남",37,"06/12/96",46.866667,2,"선불","CAT 200","유지","S80",783,1253.400000,442,785.700000,13,27.000000,344.371018,69,1.600766,1.777602,2.076923,1238,2066.100000,1.668901,2410.471018
"K112840","남",52,"31/12/99",9.533333,9,"선불","CAT 200","유지","ASAD90",418,1184.400000,173,374.400000,54,88.500001,462.931167,38,2.833493,2.164162,1.638889,645,1647.300001,2.553953,2110.231168
"K112850","여",31,"02/03/96",56.166667,2,"선불","CAT 200","유지","S50",383,798.600000,65,245.400000,7,19.000000,205.558200,0,2.085117,3.775385,2.714286,455,1063.000000,2.336264,1268.558200
"K112940","여",32,"28/12/97",33.966667,0,"선불","CAT 200","유지","S80",483,1007.399999,0,0.000000,8,87.000000,334.169431,0,2.085714,0.000000,10.875000,491,1094.399999,2.228921,1428.569430
"K113210","여",30,"07/06/96",52.933333,1,"선불","CAT 200","유지","S80",738,1540.799999,131,501.000000,1,48.600000,516.589790,77,2.087805,3.824427,48.600000,870,2090.399999,2.402759,2606.989789
"K113270","여",30,"13/01/98",33.433333,2,"선불","CAT 200","유지","S80",266,556.200000,42,530.100002,6,13.200000,340.544682,0,2.090977,12.621429,2.200000,314,1099.500002,3.501592,1440.044684
"K113290","여",52,"07/06/99",16.433333,1,"선불","CAT 200","유지","S80",597,1248.000000,0,0.000000,14,31.800000,526.944757,34,2.090452,0.000000,2.271429,611,1279.800000,2.094599,1806.744757
"K113450","남",28,"08/01/97",45.766667,1,"선불","CAT 200","유지","S80",1021,2358.000000,148,345.600000,16,33.000000,889.683552,143,2.309500,2.335135,2.062500,1185,2736.600000,2.309367,3626.283552
"K113540","여",37,"15/01/98",33.366667,1,"선불","CAT 200","유지","S80",879,1594.800001,170,400.199999,3,8.400000,312.957040,72,1.814334,2.354118,2.800000,1052,2003.400000,1.904373,2316.357040
"K113640","여",46,"03/03/96",56.133333,1,"선불","CAT 200","유지","S80",358,1010.400001,22,170.699999,18,47.400001,271.994155,2,2.822346,7.759091,2.633333,398,1228.500001,3.086683,1500.494156
"K113800","여",37,"25/10/98",23.933333,0,"선불","CAT 200","유지","S80",295,678.600000,75,312.600000,10,23.400000,192.989936,0,2.300339,4.168000,2.340000,380,1014.600000,2.670000,1207.589936
"K113870","여",37,"26/05/98",29.000000,1,"선불","CAT 200","유지","S50",703,1225.800000,228,530.100000,9,34.200000,474.937289,49,1.743670,2.325000,3.800000,940,1790.100000,1.904362,2265.037289
"K113910","여",40,"24/01/97",45.233333,0,"선불","CAT 200","유지","ASAD170",340,715.799999,57,393.000000,18,31.200001,300.321652,0,2.105294,6.894737,1.733333,415,1140.000000,2.746988,1440.321652
"K113940","여",31,"26/04/96",54.333333,0,"선불","CAT 200","유지","S50",770,1235.400000,41,280.500000,39,76.800001,234.476431,34,1.604416,6.841463,1.969231,850,1592.700001,1.873765,1827.176432
"K114060","남",40,"17/11/96",47.500000,0,"선불","CAT 200","유지","S80",826,1440.000000,19,38.400000,50,77.400000,354.800104,34,1.743341,2.021053,1.548000,895,1555.800000,1.738324,1910.600104
"K114080","남",32,"11/06/96",52.800000,1,"선불","CAT 200","유지","ASAD170",1433,2499.000000,76,195.900000,62,126.000000,275.090050,152,1.743894,2.577632,2.032258,1571,2820.900000,1.795608,3095.990050
"K114130","여",27,"10/11/96",47.733333,8,"선불","CAT 200","유지","S50",431,908.400001,51,263.100001,78,131.400001,215.444319,8,2.107657,5.158824,1.684615,560,1302.900003,2.326607,1518.344322
"K114250","여",34,"11/08/98",26.433333,2,"선불","CAT 200","유지","S50",352,744.599999,16,143.400001,74,166.200001,200.756139,0,2.115341,8.962500,2.245946,442,1054.200001,2.385068,1254.956140
"K114370","남",33,"07/12/96",46.833333,6,"선불","CAT 200","이탈","ASAD90",492,889.800001,55,483.000000,5,20.000000,306.673470,15,1.808537,8.781818,4.000000,552,1392.800001,2.523188,1699.473471
"K114510","남",37,"06/08/96",50.933333,2,"선불","CAT 200","유지","S80",381,807.600001,95,210.900001,48,94.500001,276.170874,0,2.119685,2.220000,1.968750,524,1113.000003,2.124046,1389.170877
"K114540","여",27,"03/07/97",39.900000,1,"선불","CAT 200","이탈","ASAD90",740,1293.600000,83,591.000000,0,0.000000,193.650309,60,1.748108,7.120482,0.000000,823,1884.600000,2.289915,2078.250309
"K114600","남",30,"04/04/97",42.900000,0,"선불","CAT 200","유지","S50",867,1837.799999,315,564.900000,25,44.400000,580.020860,109,2.119723,1.793333,1.776000,1207,2447.099999,2.027423,3027.120859
"K114660","여",28,"20/05/98",29.200000,0,"선불","CAT 200","이탈","ASAD90",733,1177.200000,110,324.000000,3,13.800000,361.791628,27,1.606003,2.945455,4.600000,846,1515.000000,1.790780,1876.791628
"K114740","남",38,"28/05/96",53.266667,0,"선불","CAT 200","유지","ASAD170",460,1044.000000,13,75.000000,26,43.799999,184.267621,0,2.269565,5.769231,1.684615,499,1162.799999,2.330261,1347.067620
"K114800","여",30,"10/12/96",46.733333,1,"선불","CAT 200","이탈","ASAD90",862,1338.000000,104,199.800001,35,57.000000,400.282292,36,1.552204,1.921154,1.628571,1001,1594.800001,1.593207,1995.082293
"K114820","남",50,"14/01/97",45.566667,7,"선불","CAT 200","유지","S80",464,984.600000,28,186.000000,16,28.000000,186.681388,0,2.121983,6.642857,1.750000,508,1198.600000,2.359449,1385.281388
"K114830","남",42,"28/12/98",21.800000,0,"선불","CAT 200","유지","S80",771,1388.399999,147,316.800000,6,54.000000,367.009589,50,1.800778,2.155102,9.000000,924,1759.199999,1.903896,2126.209588
"K114960","남",53,"15/09/97",37.433333,6,"선불","CAT 200","유지","ASAD170",676,1216.200000,45,75.599999,10,81.000000,374.176506,16,1.799112,1.680000,8.100000,731,1372.799999,1.877975,1746.976505
"K115360","여",26,"04/04/96",55.066667,0,"선불","CAT 200","유지","S50",546,1228.200000,42,66.600001,0,0.000000,380.736197,9,2.249451,1.585714,0.000000,588,1294.800001,2.202041,1675.536198
"K115390","남",35,"05/08/99",14.466667,1,"선불","CAT 200","유지","S50",544,1162.200000,325,579.600000,1,4.200000,559.018425,45,2.136397,1.783385,4.200000,870,1746.000000,2.006897,2305.018425
"K115430","여",27,"10/08/96",50.800000,2,"선불","CAT 200","유지","S80",723,1545.600000,363,592.799999,35,83.400000,669.242758,86,2.137759,1.633058,2.382857,1121,2221.799999,1.981980,2891.042757
"K115730","남",48,"19/01/97",45.400000,1,"선불","CAT 200","유지","ASAD170",818,1317.000000,23,73.200001,15,46.000000,239.526157,22,1.610024,3.182609,3.066667,856,1436.200001,1.677804,1675.726158
"K115780","남",29,"20/03/99",19.066667,5,"선불","CAT 200","이탈","ASAD90",628,1011.000000,16,60.299999,4,7.800000,320.087654,0,1.609873,3.768750,1.950000,648,1079.099999,1.665278,1399.187653
"K115890","남",27,"21/06/99",15.966667,6,"선불","CAT 200","유지","ASAD170",488,792.599999,49,443.400001,67,121.199999,221.033442,12,1.624180,9.048980,1.808955,604,1357.199999,2.247020,1578.233441
"K115980","남",41,"09/05/97",41.733333,2,"선불","CAT 200","이탈","ASAD90",598,904.800000,187,333.000000,10,30.000000,197.050872,5,1.513043,1.780749,3.000000,795,1267.800000,1.594717,1464.850872
"K116040","여",31,"26/03/96",55.366667,10,"선불","CAT 200","유지","S80",458,1021.800000,10,476.100000,63,153.000000,491.725554,36,2.231004,47.610000,2.428571,531,1650.900000,3.109040,2142.625554
"K116050","여",36,"03/10/97",36.833333,3,"선불","CAT 200","유지","S80",379,845.400000,171,618.000000,107,167.400000,508.617799,32,2.230607,3.614035,1.564486,657,1630.800000,2.482192,2139.417799
"K116240","여",33,"31/10/97",35.900000,5,"선불","CAT 200","유지","ASAD170",716,1205.399999,229,856.500000,25,63.000000,470.202945,72,1.683520,3.740175,2.520000,970,2124.899999,2.190619,2595.102944
"K116330","여",59,"28/07/98",26.900000,4,"선불","CAT 200","유지","ASAD170",496,1073.400000,173,268.500001,0,0.000000,235.948273,12,2.164113,1.552023,0.000000,669,1341.900001,2.005830,1577.848274
"K116370","여",50,"02/10/96",49.033333,0,"선불","CAT 200","유지","ASAD170",422,913.800000,90,221.100001,5,74.400000,209.027815,0,2.165403,2.456667,14.880000,517,1209.300001,2.339072,1418.327816
"K116420","여",31,"28/01/98",32.933333,1,"선불","CAT 200","이탈","ASAD90",529,1146.000000,404,614.400000,18,65.500000,330.723220,50,2.166352,1.520792,3.638889,951,1825.900000,1.919979,2156.623220
"K116460","여",45,"05/12/97",34.733333,2,"선불","CAT 200","유지","S50",352,622.200000,141,324.000000,2,97.800000,242.479331,0,1.767614,2.297872,48.900000,495,1044.000000,2.109091,1286.479331
"K116490","여",43,"17/09/98",25.200000,2,"선불","CAT 200","유지","S80",707,1093.800000,34,250.200000,16,53.400000,213.872950,17,1.547100,7.358824,3.337500,757,1397.400000,1.845971,1611.272950
"K116810","여",48,"24/12/96",46.266667,1,"선불","CAT 200","유지","S50",753,1657.200000,14,57.300000,3,30.000000,241.293549,53,2.200797,4.092857,10.000000,770,1744.500000,2.265584,1985.793549
"K116820","여",41,"15/12/99",10.066667,4,"선불","CAT 200","이탈","ASAD90",547,972.000000,251,620.099999,7,15.600000,204.512365,32,1.776965,2.470518,2.228571,805,1607.699999,1.997143,1812.212364
"K117070","여",34,"10/12/97",34.566667,0,"선불","CAT 200","유지","S50",584,1612.800000,332,576.000000,3,24.000000,582.985288,87,2.761644,1.734940,8.000000,919,2212.800000,2.407835,2795.785288
"K117090","여",48,"26/04/98",30.000000,1,"선불","CAT 200","유지","ASAD170",1200,1856.400000,3,29.700000,11,19.800000,569.790044,69,1.547000,9.900000,1.800000,1214,1905.900000,1.569934,2475.690044
"K117200","여",29,"12/10/98",24.366667,3,"선불","CAT 200","이탈","ASAD90",441,782.399999,16,252.900000,4,10.000000,295.755382,0,1.774150,15.806250,2.500000,461,1045.299999,2.267462,1341.055381
"K117220","남",26,"05/05/97",41.866667,3,"선불","CAT 200","이탈","ASAD90",456,998.399999,19,245.100000,43,94.200000,265.104670,12,2.189474,12.900000,2.190698,518,1337.699999,2.582432,1602.804669
"K117300","남",27,"13/01/99",21.266667,0,"선불","CAT 200","유지","S50",664,1178.400001,344,555.599999,7,63.599999,185.907983,49,1.774699,1.615116,9.085714,1015,1797.599999,1.771034,1983.507982
"K117360","남",32,"28/04/98",29.933333,1,"선불","CAT 200","유지","ASAD170",701,1539.600001,27,192.300000,3,26.000000,481.407195,52,2.196291,7.122222,8.666667,731,1757.900001,2.404788,2239.307196
"K117420","여",37,"17/03/98",31.333333,1,"선불","CAT 200","유지","S50",305,838.199999,189,547.800001,5,58.500000,332.997212,19,2.748197,2.898413,11.700000,499,1444.500000,2.894790,1777.497212
"K117480","남",35,"07/07/99",15.433333,2,"선불","CAT 200","이탈","ASAD90",795,1253.400000,34,156.300000,12,64.500001,208.776090,25,1.576604,4.597059,5.375000,841,1474.200001,1.752913,1682.976091
"K117830","여",50,"31/08/97",37.933333,2,"선불","CAT 200","유지","ASAD170",813,1242.000000,84,761.100000,14,116.399999,268.209162,72,1.527675,9.060714,8.314286,911,2119.499999,2.326564,2387.709161
"K117920","여",49,"08/06/98",28.566667,2,"선불","CAT 200","유지","S50",399,885.600001,169,548.700002,0,0.000000,189.576053,18,2.219549,3.246746,0.000000,568,1434.300003,2.525176,1623.876056
"K117990","남",28,"08/10/96",48.833333,1,"선불","CAT 200","유지","S80",388,592.800000,277,522.000000,7,66.000000,361.956085,0,1.527835,1.884477,9.428571,672,1180.800000,1.757143,1542.756085
"K118030","여",29,"15/04/97",42.533333,0,"선불","CAT 200","유지","S80",751,1338.000000,35,164.399999,31,154.800000,513.412870,41,1.781625,4.697143,4.993548,817,1657.199999,2.028397,2170.612869
"K118180","남",39,"26/07/98",26.966667,2,"선불","CAT 200","유지","S50",911,1625.400000,8,45.000000,0,0.000000,234.435033,49,1.784193,5.625000,0.000000,919,1670.400000,1.817628,1904.835033
"K118560","남",49,"16/12/97",34.366667,4,"선불","CAT 200","유지","S50",290,791.400000,43,581.699999,4,25.000000,382.354086,15,2.728966,13.527907,6.250000,337,1398.099999,4.148665,1780.454085
"K118580","남",35,"12/03/99",19.333333,2,"선불","CAT 200","유지","S80",427,763.800001,162,409.800001,29,68.000000,233.292732,3,1.788759,2.529630,2.344828,618,1241.600002,2.009061,1474.892734
"K118670","남",37,"15/12/96",46.566667,0,"선불","CAT 200","유지","S50",685,1113.000000,1,32.400000,0,0.000000,263.342295,0,1.624818,32.400000,0.000000,686,1145.400000,1.669679,1408.742295
"K118700","남",38,"21/09/97",37.233333,1,"선불","CAT 200","유지","S80",374,1020.000000,2,110.400000,5,60.000000,384.919493,0,2.727273,55.200000,12.000000,381,1190.400000,3.124409,1575.319493
"K118710","남",71,"04/11/97",35.766667,1,"선불","CAT 200","유지","S80",692,1239.600000,63,135.000000,22,49.200000,365.478279,20,1.791329,2.142857,2.236364,777,1423.800000,1.832432,1789.278279
"K118880","남",29,"19/04/98",30.233333,0,"선불","CAT 200","유지","S50",574,1290.600000,67,181.800000,35,69.600000,287.624625,31,2.248432,2.713433,1.988571,676,1542.000000,2.281065,1829.624625
"K118940","여",43,"03/11/99",11.466667,8,"선불","CAT 200","유지","S80",514,923.400000,70,289.500001,12,114.600000,239.004932,10,1.796498,4.135714,9.550000,596,1327.500001,2.227349,1566.504933
"K119140","남",34,"22/08/97",38.233333,1,"선불","CAT 200","이탈","ASAD90",530,953.399999,236,374.100001,13,67.000000,357.240948,16,1.798868,1.585169,5.153846,779,1394.500000,1.790116,1751.740948
"K119150","남",35,"23/07/98",27.066667,1,"선불","CAT 200","유지","S50",784,1410.000000,37,332.100000,27,71.400000,496.669484,54,1.798469,8.975676,2.644444,848,1813.500000,2.138561,2310.169484
"K119260","여",38,"24/01/97",45.233333,1,"선불","CAT 200","유지","ASAD170",540,1226.400000,38,610.500000,0,0.000000,538.885480,53,2.271111,16.065789,0.000000,578,1836.900000,3.178028,2375.785480
"K119310","여",45,"07/05/97",41.800000,2,"선불","CAT 200","유지","ASAD170",794,1293.000000,49,358.800000,1,64.800000,385.471583,45,1.628463,7.322449,64.800000,844,1716.600000,2.033886,2102.071583
"K119320","여",32,"14/06/97",40.533333,2,"선불","CAT 200","유지","S50",601,978.600000,162,502.800000,19,116.000000,180.358131,32,1.628286,3.103704,6.105263,782,1597.400000,2.042711,1777.758131
"K119370","여",27,"07/05/98",29.633333,1,"선불","CAT 200","유지","S80",281,639.000000,8,385.799999,19,30.000000,183.618455,0,2.274021,48.225000,1.578947,308,1054.799999,3.424675,1238.418454
"K119420","남",42,"20/03/97",43.400000,10,"선불","CAT 200","유지","S50",775,1761.000000,26,424.200000,54,97.000000,279.787958,95,2.272258,16.315385,1.796296,855,2282.200000,2.669240,2561.987958
"K119430","여",31,"05/04/96",55.033333,2,"선불","CAT 200","유지","S50",620,1410.600000,8,26.100001,57,126.500000,218.121430,34,2.275161,3.262500,2.219298,685,1563.200001,2.282044,1781.321431
"K119520","남",32,"03/11/98",23.633333,2,"선불","CAT 200","유지","S50",541,1232.400001,323,548.700000,9,20.400001,525.424213,50,2.278004,1.698762,2.266667,873,1801.500002,2.063574,2326.924215
"K119550","여",33,"01/09/98",25.733333,0,"선불","CAT 200","유지","ASAD170",561,1280.400001,3,24.000000,29,58.800000,334.423118,15,2.282353,8.000000,2.027586,593,1363.200001,2.298820,1697.623119
"K119910","남",26,"25/11/97",35.066667,8,"선불","CAT 200","유지","ASAD170",677,1557.000000,55,146.700001,4,42.000000,445.435598,51,2.299852,2.667273,10.500000,736,1745.700001,2.371875,2191.135599
"K119950","남",27,"11/05/96",53.833333,2,"선불","CAT 200","이탈","ASAD90",298,686.400000,73,361.800000,15,29.400000,257.825839,0,2.303356,4.956164,1.960000,386,1077.600000,2.791710,1335.425839
"K120000","남",34,"15/10/98",24.266667,3,"선불","CAT 200","이탈","ASAD90",353,813.000000,276,570.300000,18,28.000000,413.651268,16,2.303116,2.066304,1.555556,647,1411.300000,2.181298,1824.951268
"K120150","남",35,"06/07/96",51.966667,2,"선불","CAT 200","유지","S80",597,1082.400000,210,479.700000,17,27.000000,250.654614,32,1.813065,2.284286,1.588235,824,1589.100000,1.928519,1839.754614
"K120180","남",57,"22/04/97",42.300000,2,"선불","CAT 200","이탈","ASAD90",499,958.800001,361,548.700000,5,48.000000,298.163530,28,1.921443,1.519945,9.600000,865,1555.500001,1.798266,1853.663531
"K120430","여",27,"17/06/98",28.266667,0,"선불","CAT 200","유지","S50",505,1169.400000,157,273.300001,19,140.500002,434.442362,33,2.315644,1.740764,7.394737,681,1583.200003,2.324816,2017.642365
"K120760","남",38,"10/05/97",41.700000,0,"선불","CAT 200","유지","ASAD170",936,1455.600000,3,8.700000,28,103.800001,326.052704,35,1.555128,2.900000,3.707143,967,1568.100001,1.621613,1894.152705
"K120780","남",53,"15/03/96",55.733333,1,"선불","CAT 200","유지","ASAD170",595,1388.400000,41,192.000000,9,28.800001,456.535054,38,2.333445,4.682927,3.200000,645,1609.200001,2.494884,2065.735055
"K120830","남",36,"24/04/98",30.066667,1,"선불","CAT 200","이탈","S50",1137,1708.199999,414,765.600000,20,115.800001,467.539166,115,1.502375,1.849275,5.790000,1571,2589.600000,1.648377,3057.139166
"K120880","남",54,"31/12/98",21.700000,1,"선불","CAT 200","유지","S80",506,1183.200000,7,438.300001,54,92.500000,505.703511,43,2.338340,62.614286,1.712963,567,1714.000001,3.022928,2219.703512
"K121000","남",37,"15/08/96",50.633333,2,"선불","CAT 200","유지","S50",522,1222.799999,194,517.200001,10,65.000000,495.905392,50,2.342529,2.665979,6.500000,726,1805.000000,2.486226,2300.905392
"K121060","남",42,"14/06/97",40.533333,1,"선불","CAT 200","유지","S50",366,859.800000,56,183.900001,56,88.800000,221.483987,0,2.349180,3.283929,1.585714,478,1132.500001,2.369247,1353.983988
"K121310","남",31,"10/11/96",47.733333,2,"선불","CAT 200","유지","S80",470,859.800000,37,666.900000,8,51.600000,286.002873,29,1.829362,18.024324,6.450000,515,1578.300000,3.064660,1864.302873
"K121340","남",26,"21/11/97",35.200000,1,"선불","CAT 200","유지","S80",669,1120.799999,254,912.599999,10,29.400001,260.389862,66,1.675336,3.592913,2.940000,933,2062.799999,2.210932,2323.189861
"K121350","여",49,"27/11/99",10.666667,1,"선불","CAT 200","이탈","ASAD90",695,1082.400000,10,69.900000,3,23.500000,264.802060,0,1.557410,6.990000,7.833333,708,1175.800000,1.660734,1440.602060
"K121520","남",28,"08/03/99",19.466667,6,"선불","CAT 200","이탈","ASAD90",517,1223.400000,7,780.600000,18,41.499999,322.643952,67,2.366344,111.514286,2.305556,542,2045.499999,3.773985,2368.143951
"K121690","여",54,"18/12/96",46.466667,1,"선불","CAT 200","유지","S80",604,1434.000000,84,164.700000,46,85.200000,295.828538,44,2.374172,1.960714,1.852174,734,1683.900000,2.294142,1979.728538
